"Departamento","Municipio","Variable","Unidades","Num_Excedencias","Por_Excedencias","Mediana","Percentil98","Max","Min","Dias_Excedencia","Año"
"Santander","Bucaramanga","CO","mgm3",0,0,0.8,1.1,1.3,0.3,0,"2015"
"Santander","Bucaramanga","NO","ugm3",0,0,4,23.5,41.8,1.3,0,"2015"
"Santander","Bucaramanga","NO2","ugm3",0,0,11.8,23,33.4,0.2,0,"2015"
"Santander","Bucaramanga","NO2","ugm3",0,0,12.3,17.2,17.2,5.5,0,"2015"
"Santander","Bucaramanga","CO","mgm3",0,0,1.3,4,16.4,0.1,0,"2015"
"Santander","Bucaramanga","CO","mgm3",0,0,1.3,3.8,8.9,0.3,0,"2015"
"Santander","Bucaramanga","NO","ugm3",0,0,48.6,134.9,326.5,1.3,0,"2015"
"Santander","Bucaramanga","NO2","ugm3",0,0,35.6,62.5,86.8,0.2,0,"2015"
"Santander","Bucaramanga","NO2","ugm3",0,0,36.1,54,59.2,12.4,0,"2015"
"Santander","Bucaramanga","PM10","ugm3",0,0,41.8,91.9,165,4.4,0,"2015"
"Santander","Bucaramanga","PM10","ugm3",0,0,41,86.1,88,17,0,"2015"
"Santander","Floridablanca","O3","ugm3",0,0,39.5,56.7,66.3,13,0,"2015"
"Santander","Floridablanca","O3","ugm3",0,0,39.8,45.4,47.1,31.9,0,"2015"
"Santander","Floridablanca","PM10","ugm3",0,0,24.9,165.3,208.4,0.1,0,"2015"
"Santander","Floridablanca","PM10","ugm3",0,0,45,57.2,62,34,0,"2015"
"Antioquia","Andes","PM10","ugm3",0,0,33.5,60.5,61,22,0,"2015"
"Antioquia","Angelópolis","PM10","ugm3",0,0,25,37.1,39,14,0,"2015"
"Antioquia","Armenia","PM10","ugm3",0,0,20,30.9,36,12,0,"2015"
"Antioquia","Betulia","PM10","ugm3",0,0,38.5,51.7,54,20,0,"2015"
"Antioquia","Concordia","PM10","ugm3",0,0,36,74.8,78,26,0,"2015"
"Antioquia","Ebéjico","PM10","ugm3",0,0,33,69.8,72,22,0,"2015"
"Antioquia","Heliconia","PM10","ugm3",0,0,37,57.8,67,25,0,"2015"
"Antioquia","Montebello","PM10","ugm3",0,0,19,28.2,30,9,0,"2015"
"Antioquia","Pueblorrico","PM10","ugm3",0,0,21,33,35,12,0,"2015"
"Antioquia","Puerto nare","PM10","ugm3",0,0,23,58.4,61,18,0,"2015"
"Antioquia","San andrés de cuerquía","PM10","ugm3",0,0,32,34.9,35,24,0,"2015"
"Antioquia","Santa fé de antioquia","PM10","ugm3",0,0,36,74.2,78,23,0,"2015"
"Antioquia","Támesis","PM10","ugm3",0,0,27,34.6,37,20,0,"2015"
"Antioquia","Valparaíso","PM10","ugm3",0,0,26,37.4,38,19,0,"2015"
"Antioquia","Yondó","PM10","ugm3",0,0,55,69.3,70,34,0,"2015"
"Antioquia","Zaragoza","PM10","ugm3",0,0,25,35.3,37,21,0,"2015"
"Antioquia","Caucasia","PM10","ugm3",0,0,28.5,49.5,59,12,0,"2015"
"Antioquia","Envigado","NO","ugm3",0,0,8.2,48.9,140,0.1,0,"2015"
"Antioquia","Envigado","NO2","ugm3",0,0,17.1,67.1,128.8,0,0,"2015"
"Antioquia","Envigado","NO2","ugm3",0,0,21,47.1,54,2.5,0,"2015"
"Antioquia","Envigado","O3","ugm3",150,3.43,25.1,135.6,246.8,0,58,"2015"
"Antioquia","Envigado","O3","ugm3",262,6.06,31.4,102.1,147.1,0.3,50,"2015"
"Antioquia","Envigado","PM2.5","ugm3",0,0,17,26.5,28,6,0,"2015"
"Antioquia","Medellín","PM10","ugm3",7,2.14,65,101,118,22,7,"2015"
"Antioquia","Santuario","PM10","ugm3",0,0,27,38.7,41,13,0,"2015"
"Antioquia","Guarne","PM10","ugm3",0,0,23,40,40,17,0,"2015"
"Antioquia","Rionegro","PM10","ugm3",0,0,28,48.9,50,16,0,"2015"
"Antioquia","Rionegro","PM10","ugm3",0,0,17,37.4,38,11,0,"2015"
"Magdalena","Santa marta","PST","ugm3",0,0,90.5,189.7,223,24,0,"2015"
"Magdalena","Santa marta","PST","ugm3",0,0,63,71.5,72,25,0,"2015"
"Magdalena","Santa marta","PST","ugm3",0,0,86,168,196,19,0,"2015"
"Magdalena","Santa marta","PM10","ugm3",3,3.12,40,107.3,132,5,3,"2015"
"Magdalena","Ciénaga","PM10","ugm3",2,2.22,44,101.8,120,10,2,"2015"
"Magdalena","Ciénaga","PST","ugm3",0,0,82,177.7,207,22,0,"2015"
"Magdalena","Santa marta","PM10","ugm3",1,0.93,42.5,76,126,9,1,"2015"
"Magdalena","Santa marta","PST","ugm3",0,0,92,190,194,25,0,"2015"
"Magdalena","Santa marta","PST","ugm3",0,0,150.5,240.3,247,32,0,"2015"
"Magdalena","Santa marta","PM10","ugm3",9,8.26,53,142.3,171,14,9,"2015"
"Magdalena","Santa marta","PM10","ugm3",0,0,23,94.8,98,13,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,28,100,261,1,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,32,59,75,10,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,33,90,248,1,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,35,55.2,66,18,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,45,121.9,245,1,0,"2015"
"Boyacá","Sogamoso","PM10","ugm3",0,0,47,81.2,98,18,0,"2015"
"Caldas","Manizales","PM10","ugm3",0,0,41,61.6,63,11,0,"2015"
"Caldas","Manizales","PST","ugm3",0,0,86.5,117.9,128,39,0,"2015"
"Caldas","Manizales","PM10","ugm3",0,0,23,52.6,57,10,0,"2015"
"Caldas","Manizales","PM2.5","ugm3",0,0,17,36.2,40,5,0,"2015"
"Caldas","Manizales","PST","ugm3",0,0,98,152,160,37,0,"2015"
"Caldas","Manizales","PM10","ugm3",0,0,35,51,54,10,0,"2015"
"Cesar","Valledupar","PM10","ugm3",0,0,20,41.8,48,4,0,"2015"
"Cesar","Valledupar","PM10","ugm3",0,0,46,83.8,99,15,0,"2015"
"Cesar","El paso","PM10","ugm3",2,1.92,46,95.5,116,8,2,"2015"
"Cesar","El paso","PM2.5","ugm3",0,0,17,39.2,44,6,0,"2015"
"Cesar","El paso","PST","ugm3",0,0,98,252.2,287,25,0,"2015"
"Cesar","La jagua de ibirico","PM10","ugm3",3,2.7,34,108.2,125,9,3,"2015"
"Cesar","La jagua de ibirico","PM2.5","ugm3",0,0,12,30,31,5,0,"2015"
"Cesar","La jagua de ibirico","PST","ugm3",0,0,103,265.9,282,29,0,"2015"
"Cesar","El paso","PM10","ugm3",1,0.94,38,75.8,109,15,1,"2015"
"Cesar","El paso","PST","ugm3",0,0,84.5,198.6,235,25,0,"2015"
"Cesar","La jagua de ibirico","PM10","ugm3",0,0,17,52.3,58,8,0,"2015"
"Cesar","Chiriguaná","PM10","ugm3",5,4.46,41.5,110.1,196,14,5,"2015"
"Cesar","Chiriguaná","PST","ugm3",1,0.95,71,228.5,332,17,1,"2015"
"Cesar","La jagua de ibirico","PM10","ugm3",0,0,37,75,83,17,0,"2015"
"Cesar","La jagua de ibirico","PST","ugm3",0,0,92,167.8,194,27,0,"2015"
"Cesar","El paso","PM10","ugm3",17,15.6,59,128,137,18,17,"2015"
"Cesar","El paso","PM2.5","ugm3",17,17.17,28,86.1,92,7,17,"2015"
"Cesar","El paso","PST","ugm3",0,0,94,226,242,34,0,"2015"
"Cesar","La jagua de ibirico","PM10","ugm3",7,7.22,66,116.1,141,18,7,"2015"
"Cesar","La jagua de ibirico","PM2.5","ugm3",0,0,17,27.7,30,5,0,"2015"
"Cesar","La jagua de ibirico","PST","ugm3",2,2.08,150.5,294,338,63,2,"2015"
"Cesar","Chiriguaná","PM10","ugm3",1,0.97,31,77.9,110,3,1,"2015"
"Cesar","Chiriguaná","PST","ugm3",1,0.9,74,189.6,302,26,1,"2015"
"Cesar","El paso","PM10","ugm3",6,7.23,55,116.7,118,18,6,"2015"
"Cesar","El paso","PST","ugm3",0,0,95.5,270.3,291,22,0,"2015"
"Cesar","Chiriguaná","PM10","ugm3",0,0,37,71,80,8,0,"2015"
"Cesar","Becerrill","PM10","ugm3",0,0,49,85.5,88,15,0,"2015"
"Cesar","El paso","PM10","ugm3",8,9.76,65,129.7,144,19,8,"2015"
"Cesar","La jagua de ibirico","PM10","ugm3",0,0,33.5,80.6,94,6,0,"2015"
"Cesar","Agustín codazzi","PM10","ugm3",0,0,29,62.1,74,4,0,"2015"
"Cesar","Agustín codazzi","PM2.5","ugm3",0,0,15.5,31.8,45,5,0,"2015"
"Cesar","Agustín codazzi","PST","ugm3",0,0,43,84.5,92,16,0,"2015"
"La Guajira","Albania","PM10","ugm3",2,1.8,39,99.4,107,10,2,"2015"
"La Guajira","Barrancas","PM10","ugm3",0,0,38,86.1,96,9,0,"2015"
"La Guajira","Barrancas","PST","ugm3",0,0,94,162.6,180,24,0,"2015"
"La Guajira","San juan del cesar","PM10","ugm3",1,1.96,53,96,105,26,1,"2015"
"La Guajira","Fonseca","PM10","ugm3",0,0,30,66.8,84,12,0,"2015"
"La Guajira","Albania","PM10","ugm3",0,0,34,82.8,89,15,0,"2015"
"La Guajira","Albania","PST","ugm3",0,0,73,175.1,184,21,0,"2015"
"La Guajira","San juan del cesar","PM10","ugm3",0,0,40.5,73.1,77,10,0,"2015"
"La Guajira","Hato nuevo","PM10","ugm3",4,3.57,43,104.9,117,10,4,"2015"
"La Guajira","Barrancas","PM10","ugm3",2,1.82,48,97.5,130,12,2,"2015"
"La Guajira","Albania","PM10","ugm3",2,1.8,38,95,104,9,2,"2015"
"La Guajira","Barrancas","PM10","ugm3",1,0.89,37,85.8,106,9,1,"2015"
"La Guajira","Barrancas","PST","ugm3",0,0,89.5,152.8,192,25,0,"2015"
"La Guajira","Barrancas","PM10","ugm3",1,0.9,37,88.8,116,13,1,"2015"
"La Guajira","Barrancas","PM10","ugm3",2,1.79,44,84,107,14,2,"2015"
"La Guajira","Fonseca","PM10","ugm3",0,0,41,71.1,73,8,0,"2015"
"Nariño","Pasto","PM2.5","ugm3",1,1.09,7,31,63,1,1,"2015"
"Nariño","Pasto","PM10","ugm3",0,0,19,32,97,5,0,"2015"
"N. Santander","Cúcuta","PM10","ugm3",0,0,56,70,72,36,0,"2015"
"N. Santander","Cúcuta","PM10","ugm3",0,0,67,84,85,42,0,"2015"
"N. Santander","Cúcuta","PM10","ugm3",0,0,63,81,84,42,0,"2015"
"Tolima","Ibagué","PM10","ugm3",0,0,31,60.8,79,22,0,"2015"
"Cauca","Caloto","O3","ugm3",0,0,36.1,100,103.9,6.5,0,"2015"
"Cauca","Caloto","O3","ugm3",3,6.98,36.4,84.9,85.3,9.8,1,"2015"
"Cauca","Caloto","PM10","ugm3",0,0,42,137.5,303.2,7.6,0,"2015"
"Cauca","Caloto","PM10","ugm3",0,0,49,62.7,64,39,0,"2015"
"Cauca","Popayán","O3","ugm3",0,0,21.2,48.2,53.7,0.2,0,"2015"
"Cauca","Popayán","O3","ugm3",0,0,19.8,41.8,44.3,0.7,0,"2015"
"Cauca","Popayán","PM10","ugm3",0,0,16.6,81.6,89.3,0.7,0,"2015"
"Cauca","Popayán","PM10","ugm3",0,0,20,39.2,41,12,0,"2015"
"Cauca","Guachené","O3","ugm3",2,1.29,32.4,102.9,135,9.7,1,"2015"
"Cauca","Guachené","O3","ugm3",16,10.6,44.4,92.1,99,14.8,5,"2015"
"Cauca","Guachené","PM10","ugm3",0,0,77.7,213.4,247.4,9,0,"2015"
"Cauca","Guachené","PM10","ugm3",0,0,89,96,96,76,0,"2015"
"Cauca","Miranda","O3","ugm3",9,5.36,56.4,126.4,126.7,20.5,3,"2015"
"Cauca","Miranda","O3","ugm3",49,29.7,61.6,111.5,114,29.4,7,"2015"
"Cauca","Miranda","PM10","ugm3",0,0,41.1,119.9,224.3,10.8,0,"2015"
"Cauca","Miranda","PM10","ugm3",0,0,43,53.9,54,42,0,"2015"
"Cauca","Puerto tejada","PM10","ugm3",0,0,98.7,157.9,214,19.6,0,"2015"
"Cauca","Puerto tejada","PM10","ugm3",1,14.29,96,108.6,110,83,1,"2015"
"Cauca","Santander de quilichao","O3","ugm3",0,0,21.9,113.8,114.9,6.5,0,"2015"
"Cauca","Santander de quilichao","O3","ugm3",1,2.5,32,80.5,82.3,9.6,1,"2015"
"Cauca","Santander de quilichao","PM10","ugm3",0,0,61,182,270.2,11,0,"2015"
"Cauca","Santander de quilichao","PM10","ugm3",0,0,68,96.8,99,37,0,"2015"
"Cauca","Villa rica","PM10","ugm3",0,0,91.1,139.4,143.2,20.8,0,"2015"
"Cauca","Villa rica","PM10","ugm3",1,14.29,92,100.5,101,81,1,"2015"
"Quindío","Armenia","PM10","ugm3",0,0,25,33,39,16,0,"2015"
"Quindío","Armenia","PM10","ugm3",0,0,23,35,39,13,0,"2015"
"V. del Cauca","Yumbo","PM10","ugm3",0,0,64.5,253.6,570.4,3.2,0,"2015"
"V. del Cauca","Yumbo","PM10","ugm3",19,21.11,72.5,182.2,190,22,19,"2015"
"V. del Cauca","Yumbo","PM2.5","ugm3",0,0,22.2,53.8,125.6,0.5,0,"2015"
"V. del Cauca","Yumbo","PM2.5","ugm3",0,0,25,33.4,36,11,0,"2015"
"Córdoba","Montería","PM10","ugm3",0,0,33,56.1,58,30,0,"2015"
"Córdoba","Montería","PM10","ugm3",0,0,44.5,56.8,57,34,0,"2015"
"Córdoba","Montería","PM10","ugm3",0,0,28,35.6,36,15,0,"2015"
"Córdoba","Montería","PM10","ugm3",0,0,21,36.8,37,14,0,"2015"
"V. del Cauca","Cali","O3","ugm3",58,3.48,11,131.3,181.9,0.8,28,"2015"
"V. del Cauca","Cali","O3","ugm3",91,5.49,18.4,90.7,108.7,1.5,25,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,17,53,158,1,0,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,17,35,40,6,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,3.7,23.4,56.6,0,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,4.1,20.6,34.1,0,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,5.5,9.6,11.5,2.5,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,37,87.8,201.6,0.4,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,39,58,73,16,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,2.7,17.9,86.8,1.1,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,2.8,16.3,42.7,1.2,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,4.4,9.1,10,2.9,0,"2015"
"V. del Cauca","Cali","O3","ugm3",88,2.17,24,121.5,165.5,1.4,47,"2015"
"V. del Cauca","Cali","O3","ugm3",252,6.26,30.6,94.2,120.4,3.6,69,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,55,118,187,6,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,58,85.4,99,25,0,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,17,43,121,1,0,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,18,30,34,8,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,43.6,112.4,203.5,0.1,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,47,68,76,18,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,47,109.1,186,1,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,50.5,79.3,87,20,0,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,23,37.8,49,11,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,43.4,107.8,174.8,0.4,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,47,66,74,20,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,12.4,49.5,136.8,0.2,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,13.4,43.5,89.2,0.4,0,"2015"
"V. del Cauca","Cali","SO2","ugm3",0,0,16.1,28.1,34.6,3.4,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,38,101.2,226,0.1,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,42,62.4,74,13,0,"2015"
"V. del Cauca","Cali","O3","ugm3",610,8.97,32.6,151.5,207.4,1.2,191,"2015"
"V. del Cauca","Cali","O3","ugm3",1509,22.24,42.6,121.2,145.7,3.6,243,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,32,80.5,163,1,0,"2015"
"V. del Cauca","Cali","PM10","ugm3",0,0,34,63.6,83,6,0,"2015"
"V. del Cauca","Cali","NO2","ugm3",0,0,16.1,46.7,85.9,0,0,"2015"
"V. del Cauca","Cali","NO2","ugm3",0,0,18.4,28.2,33.5,7.8,0,"2015"
"V. del Cauca","Cali","O3","ugm3",532,7.8,24,154.6,218.8,0.1,200,"2015"
"V. del Cauca","Cali","O3","ugm3",1024,15.16,31.4,113.7,145.7,0.5,207,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,17,41,76,1,0,"2015"
"V. del Cauca","Cali","PM2.5","ugm3",0,0,17,31,39,6,0,"2015"
"Bolívar","Cartagena de indias","O3","ugm3",8,0.1,41.9,81.8,201.9,0,5,"2015"
"Bolívar","Cartagena de indias","O3","ugm3",43,0.55,42.1,73.4,102.9,3.2,10,"2015"
"Bolívar","Cartagena de indias","PM2.5","ugm3",0,0,27.1,85.7,135.3,0.1,0,"2015"
"Bolívar","Cartagena de indias","PM2.5","ugm3",22,12.09,30.5,64.1,86,7,22,"2015"
"Bolívar","Cartagena de indias","PM10","ugm3",6,5.71,37,170.8,173,5,6,"2015"
"Bolívar","Cartagena de indias","PM2.5","ugm3",0,0,22,33,34,10,0,"2015"
"Bolívar","Cartagena de indias","O3","ugm3",0,0,25.2,49.9,76.5,0.6,0,"2015"
"Bolívar","Cartagena de indias","O3","ugm3",0,0,25.8,41.8,54.6,8.6,0,"2015"
"Bolívar","Cartagena de indias","PM10","ugm3",0,0,36,63.4,64,22,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,1.4,3.2,7.1,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,1.4,2.4,3.3,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,73.1,215,507.1,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,51.3,86.5,161.7,5.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,52,72.3,82,22.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,11.2,53,110.3,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,12.8,44.8,80.2,0.6,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,81,190,448,7,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",103,29.01,86,139.8,162,35,103,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,30,63,150,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",7,2.05,30,50.2,64,12,7,"2015"
"Cundinamarca","Bogotá, d.c.","PST","ugm3",0,0,102,243.6,614,10,0,"2015"
"Cundinamarca","Bogotá, d.c.","PST","ugm3",0,0,109,173.7,225,41,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,9.2,35.4,575.1,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,9.4,32.6,262,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,10.5,24.1,48.3,2.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,2.4,6.1,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,1.9,3.8,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,8.1,168.2,403.5,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,29.3,85.2,157.6,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,29.6,69.8,89.5,6.9,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",8,0.1,24.1,74.2,162.3,0.2,5,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",48,0.62,24.4,65.4,119.5,0.6,12,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,20,93,177,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,24,65.9,79,7,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,13,54,133,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.31,15,39,52,5,1,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.6,12.8,34.3,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.9,11.6,25.4,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.3,8,10,0.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,10.8,175.6,413.3,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,22.9,54.1,97.8,2.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,23.8,37.8,45,11.9,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",2,0.02,19.4,69.6,126.9,0.2,2,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",20,0.24,20,60,94.5,0.6,6,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,26,82,382,2,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,29,56,72,10,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,11,43,238,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,13,30.2,35,4,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.1,4,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,1.5,2.2,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,28.5,126.8,296.6,0.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,23.8,52.7,101.7,0.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,24.9,38.5,45.3,8.8,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",7,0.09,16.9,72.4,155.4,0.2,5,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",42,0.56,18.9,63.5,114.5,1.2,8,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,58,158,335,12,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",29,8.01,63,118.3,152,29,29,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,24,69,135,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",6,1.67,25,49.8,66,11,6,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.9,23.6,146.9,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4,22.2,81.7,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,4.7,14.2,24.2,0.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,1.8,6.2,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.6,1.4,4,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,10.9,94.1,319,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,37.6,94.4,173.6,2.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,38.7,74.3,85.6,10.8,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",2,0.02,30.8,74.2,129.3,0.6,1,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",19,0.23,31.9,66,93.6,2.6,4,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,28,97.4,171,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,31,72.1,83,10,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,14,52,97,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,15,39,43,6,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.9,11.8,33.8,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.9,11.3,23.8,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,3.1,7.4,11.4,0.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,22,54.3,87.5,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",0,0,21.6,48.2,71.5,0.4,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,26,99,333,4,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,29,72.7,90,13,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",0,0,10,50,311,1,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM2.5","ugm3",1,0.28,12,38.8,58,4,1,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.7,2.6,6.9,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.8,1.9,3.2,0.2,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO","ugm3",0,0,15.8,149.1,403.8,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,29,77.4,161.7,0.6,0,"2015"
"Cundinamarca","Bogotá, d.c.","NO2","ugm3",0,0,30.5,60.3,69.7,9.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",1,0.01,13.7,58.7,126.3,0.4,1,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",10,0.12,14.7,51.5,90.3,1.2,4,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,44,143,267,4,0,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",4,1.16,49,98,103,14,4,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.4,12.3,41.4,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.5,11.8,34.4,0.3,0,"2015"
"Cundinamarca","Bogotá, d.c.","SO2","ugm3",0,0,2.8,7.8,12.6,0.5,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.5,3.7,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","CO","mgm3",0,0,0.5,1.2,2.8,0.1,0,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",1,0.01,28.4,74.6,136.9,0.2,1,"2015"
"Cundinamarca","Bogotá, d.c.","O3","ugm3",21,0.25,28.3,67.8,92.2,2.3,6,"2015"
"Cundinamarca","Bogotá, d.c.","PM10","ugm3",0,0,18,98,405,1,0,"2015"
